Nome,CNPJ,Cidade,Contato,Telefone,Equipamento
Rodrigo Mauricio Liesenfeld,11.111.111/1111-1016,Barbosa - RS,Rodrigo,(11)99999-1328,[10/07/2024] - [959] - ATCL DNA
JBC Transportes Ltda ME,11.111.111/1111-1017,Duque de Caxias - RJ,Marcelo,(11)99999-1329,[12/07/2024] - [992] - Edge 8
JBC Transportes Ltda ME,11.111.111/1111-1018,Duque de Caxias - RJ,Marcelo,(11)99999-1330,[12/07/2024] - [992] - Edge 8
JBC Transportes Ltda ME,11.111.111/1111-1019,Duque de Caxias - RJ,Marcelo,(11)99999-1331,[12/07/2024] - [992] - Turbo DUO DNA
JBC Transportes Ltda ME,11.111.111/1111-1020,Duque de Caxias - RJ,Marcelo,(11)99999-1332,[12/07/2024] - [992] - Turbo DUO DNA
Della Flora,11.111.111/1111-1021,Tupancireta - RS,Vitor,(11)99999-1333,[15/07/2024] - [961] - Turbo Duo Esp
JCG Ind e Com,11.111.111/1111-1022,Senador Canedo - GO,Gustavo,(11)99999-1334,[16/07/2024] - [971] - Mach Door especial
JCG Ind e Com,11.111.111/1111-1023,Senador Canedo - GO,Gustavo,(11)99999-1335,[16/07/2024] - [971] - Mach Door especial
Accica Design Mobile,11.111.111/1111-1024,Araras - SP,Wanderlei,(11)99999-1336,[ ] - [978] - ATCL DNA 
Schwartz e Costa Ltda ME,11.111.111/1111-1025,Ipatinga - MG,Matheus,(11)99999-1337,[29/07/2024] - [994] - Edge 7
Schwartz e Costa Ltda ME,11.111.111/1111-1026,Ipatinga - MG,Matheus,(11)99999-1338,[29/07/2024] - [994] - Edge 7
Móveis Verde Vale Industria e Comercio Ltda,11.111.111/1111-1027,Brusque - SC,Rafael,(11)99999-1339,[31/07/2024] - [1002] - Turbo DNA 
Móveis Verde Vale Industria e Comercio Ltda,11.111.111/1111-1028,Brusque - SC,Rafael,(11)99999-1340,[31/07/2024] - [1002] - Turbo DNA 
Alt Lar Marcenaria Ltda,11.111.111/1111-1029,Maringá - PR,Cristian,(11)99999-1341,[31/07/2024] - [1000] - Turbo DNA 
Alt Lar Marcenaria Ltda,11.111.111/1111-1030,Maringá - PR,Cristian,(11)99999-1342,[31/07/2024] - [1000] - Turbo DNA 
Casa dos batentes de esquadrias Ltda,11.111.111/1111-1031,Mogi das Cruzes - SP,Ronaldo,(11)99999-1343,[31/07/2024] - [1001] - ATCL 5619 ESPECIAL
João Paulo de Carvalho Moreira,11.111.111/1111-1032,São Tomás de Aquino - MG,João Paulo,(11)99999-1344,[31/07/2024] - [999] - Edge 6
João Paulo de Carvalho Moreira,11.111.111/1111-1033,São Tomás de Aquino - MG,João Paulo,(11)99999-1345,[31/07/2024] - [999] - Edge 6
Sandra M L  de Castro FJ2 ,11.111.111/1111-1037,Salvador - BA,Delsuc,(11)99999-1349,[05/08/2024] - [998] - Mach Pro ATCL DNA 
Sandra M L  de Castro FJ2 ,11.111.111/1111-1038,Salvador - BA,Delsuc,(11)99999-1350,[05/08/2024] - [998] - Mach Pro ATCL DNA 
Scalle Moveis Planejados,11.111.111/1111-1039,Palhoça - SC,Junior Elmar,(11)99999-1351,[02/08/2024] - [1004] - Turbo DNA
Pablo Ferrer / ZONA M PROYECTOS SAS,11.111.111/1111-1040,Montevideo  - UY,Pablo,(11)99999-1352,[06/08/2024] - [1013] - Turbo DUO DNA
SIW Kits Eólicos,11.111.111/1111-1041,Ipojuca - PE,Alef Cabral,(11)99999-1353,[07/08/2024] - [1011] - Chanfradeira e arredondamento
T.O Dos Santos Fab de Moveis Planejados / Line Móveis,11.111.111/1111-1042,Balsas - MA,Tadeu,(11)99999-1354,[09/08/2024] - [1018] - Turbo Duo Dna sem esteira
Marcenaria Paulinho Moveis Ltda,11.111.111/1111-1043,Porto Feliz - SP,Paulo,(11)99999-1355,[09/08/2024] - [1016] - Turbo
Pigmento Laqueados,11.111.111/1111-1044,Duque de Caxias - RJ,Guillen,(11)99999-1356,[09/08/2024] - [1017] - Turbo DNA
Pigmento Laqueados,11.111.111/1111-1045,Duque de Caxias - RJ,Guillen,(11)99999-1357,[09/08/2024] - [1017] - Turbo DNA
Villas Comunicação Visual Ltda,11.111.111/1111-1046,São Paulo - SP,André/Ivyna,(11)99999-1358,[12/08/2024] - [993] - Spark DNA + Mach Laser 1325
Villas Comunicação Visual Ltda,11.111.111/1111-1047,São Paulo - SP,André/Ivyna,(11)99999-1359,[12/08/2024] - [993] - Spark DNA + Mach Laser 1325
J. M. de andrade,11.111.111/1111-1048,Cidade Ocidental - GO,José Maria,(11)99999-1360,[14/08/2024] - [1025] - Mach Laser 1390
IGMP Portas e Esquadrias Ltda,11.111.111/1111-1049,Ponta Grossa - PR,Iguatamir,(11)99999-1361,[14/08/2024] - [1030] - Mach Door especial + Equip 
DDI Comercio De Moveis De Interiores Ltda,11.111.111/1111-1050,Luziânia - GO,Paiva Antonio,(11)99999-1362,[14/08/2024] - [1026] - Mach Pro ATCL DNA 
DDI Comercio De Moveis De Interiores Ltda,11.111.111/1111-1051,Luziânia - GO,Paiva Antonio,(11)99999-1363,[14/08/2024] - [1026] - Mach Pro ATCL DNA 
Morada Portas,11.111.111/1111-1052,Jaraguá do Sul - SC,Marcio,(11)99999-1364,[14/08/2024] - [897] - Aditivo - Spindle 3CV 
Afil Ind e Com / Enobli estofados,11.111.111/1111-1053,Painçandu  - PR,Emerson/Keila,(11)99999-1365,[16/08/2024] - [1034] - Mach Pro ATCL DNA 
Afil Ind e Com / Enobli estofados,11.111.111/1111-1054,Painçandu  - PR,Emerson/Keila,(11)99999-1366,[16/08/2024] - [1034] - Mach Pro ATCL DNA 
Beatriz Gonçalves Faria e Cia Ltda,11.111.111/1111-1055,Mirandopolis - SP,Ricardo,(11)99999-1367,[19/08/2024] - [872] - aditivo Edge 7
Ana Paula Design Movelaria Comercio De Moveis Ltda,11.111.111/1111-1056,Taubaté - SP,Ana Paula,(11)99999-1368,[19/08/2024] - [1031] - Edge 7 s.a
Pryus Design Mobiliarios & Planejados Ltda,11.111.111/1111-1057,Mairipora - SP,Lucélio,(11)99999-1369,[22/08/2024] - [1045] - Turbo Duo DNA
Pryus Design Mobiliarios & Planejados Ltda,11.111.111/1111-1058,Mairipora - SP,Lucélio,(11)99999-1370,[22/08/2024] - [1045] - Turbo Duo DNA
JBC Transportes Ltda ME,11.111.111/1111-1059,Duque de Caxias - RJ,Marcelo,(11)99999-1371,[23/08/2024] - [992] - Aditivo - Esteira de retorno
Tche Moveis Ltda,11.111.111/1111-1060,Canoas - RS,Nelmo,(11)99999-1372,[26/08/2024] - [1051] - Turbo + coletor de pó
Tche Moveis Ltda,11.111.111/1111-1061,Canoas - RS,Nelmo,(11)99999-1373,[26/08/2024] - [1051] - Turbo + coletor de pó
Claudio de Lima Queiroz / CLQ,11.111.111/1111-1062,Campo Grande - MS,Fernando,(11)99999-1374,[10/07/2024] - [995] - Aditivo Mesa de descarga
Lebensztajn & Cia Ltda,11.111.111/1111-1063,Santos - SP,Daniel,(11)99999-1375,[28/08/2024] - [1054] - Commander 
Lebensztajn & Cia Ltda,11.111.111/1111-1064,Santos - SP,Daniel,(11)99999-1376,[28/08/2024] - [1054] - Commander 
J.D Solução Em Portas Ltda,11.111.111/1111-1065,Mogi das Cruzes - SP,Matheus,(11)99999-1377,[30/08/2024] - [980] - Turbo Duo Dna
Realizart Design Empreendimentos Comerciais Ltda Me,11.111.111/1111-1069,Campos Dos Goytacazes - RJ,Jeovane,(11)99999-1381,[09/09/2024] - [1073] - Edge 6
Realizart Design Empreendimentos Comerciais Ltda Me,11.111.111/1111-1070,Campos Dos Goytacazes - RJ,Jeovane,(11)99999-1382,[09/09/2024] - [1073] - Edge 6
Juil Industria De Moveis Ltda Epp,11.111.111/1111-1071,Massaranduba - SC,Ilso,(11)99999-1383,[10/09/2024] - [1079] - Mach Saw Junior
Juil Industria De Moveis Ltda Epp,11.111.111/1111-1072,Massaranduba - SC,Ilso,(11)99999-1384,[10/09/2024] - [1079] - Mach Saw Junior
Coppini Moveis Planejados LTDA,11.111.111/1111-1073,Gaspar - SC,Gustavo,(11)99999-1385,[19/09/2024] - [939] - Aditivo - coletor de pó 10cv
Estevan Sgari,11.111.111/1111-1074,Selbach - RS,Estevan,(11)99999-1386,[16/09/2024] - [1083] - Retrofit 
MP Instalações Industria e Comercio de Moveis,11.111.111/1111-1075,São Joaquim de Bicas - MG,Adalton/Ester,(11)99999-1387,[18/09/2024] - [1101] - Spark DNA 
MP Instalações Industria e Comercio de Moveis,11.111.111/1111-1076,São Joaquim de Bicas - MG,Adalton/Ester,(11)99999-1388,[18/09/2024] - [1101] - Spark DNA 
M. M. Prestes Moveis E Eletrodomesticos,11.111.111/1111-1077,Campina Grande do Sul - PR,Regiane,(11)99999-1389,[19/09/2024] - [1105 / 1319 ] - Turbo Dna
M. M. Prestes Moveis E Eletrodomesticos,11.111.111/1111-1078,Campina Grande do Sul - PR,Regiane,(11)99999-1390,[19/09/2024] - [ ] - Turbo Dna
M. M. Prestes Moveis E Eletrodomesticos,11.111.111/1111-1079,Campina Grande do Sul - PR,Regiane,(11)99999-1391,[19/09/2024] - [1327] - Mesa de descarga
Ernani Costa Ltda,11.111.111/1111-1080,Pedro Leopoldo - MG,Ernani,(11)99999-1392,[19/09/2024] - [1099] - Turbo Dna
Ernani Costa Ltda,11.111.111/1111-1081,Pedro Leopoldo - MG,Ernani,(11)99999-1393,[19/09/2024] - [1099] - Turbo Dna
Dix Estofados,11.111.111/1111-1082,Frederico Westphalen - RS,Alisson,(11)99999-1394,[19/09/2024] - [1104] - Spark 
HRV Industria E Comercio De Moveis Planejados Ltda,11.111.111/1111-1083,Gravatai - RS,Thiago,(11)99999-1395,[19/09/2024] - [1100] - Mach Pro ATCL DNA
Margarete Ines Balz ,11.111.111/1111-1084,Bonito - MS,Margarete,(11)99999-1396,[20/09/2024] - [1103] - Spark DNA 
Margarete Ines Balz ,11.111.111/1111-1085,Bonito - MS,Margarete,(11)99999-1397,[20/09/2024] - [1103] - Spark DNA 
Nova Forma Interiores Ltda Epp,11.111.111/1111-1086,Brasilia - DF,Wilson,(11)99999-1398,[20/09/2024] - [1084] - Turbo Duo Dna  + Lifter especial
Moveplan Fabricacao De Moveis Ltda,11.111.111/1111-1087,Itamaraju - BA,Davi,(11)99999-1399,[23/09/2024] - [1110] - Turbo Duo Dna 
Moveplan Fabricacao De Moveis Ltda,11.111.111/1111-1088,Itamaraju - BA,Davi,(11)99999-1400,[23/09/2024] - [1110] - Turbo Duo Dna 
Delazeri Comercial Exportadora,11.111.111/1111-1089,Teixeira Soares - PR,Diego,(11)99999-1401,[23/09/2024] - [1113] - Turbo Dna
Delazeri Comercial Exportadora,11.111.111/1111-1090,Teixeira Soares - PR,Diego,(11)99999-1402,[23/09/2024] - [1113] - Turbo Dna
Morais e Costa Marcenaria Ltda,11.111.111/1111-1091,Campo Grande - MS,Luka,(11)99999-1403,[25/09/2024] - [1114] - Mach Pro ATCL DNA
Vetroresina do Brasil,11.111.111/1111-1092,Botucatu - SP,Julio,(11)99999-1404,[30/09/2024] - [1120] - Turbo Especial 6031
Camargus Industria De Moveis Ltda,11.111.111/1111-1093,Itapema - SC,Edilçon,(11)99999-1405,[30/09/2024] - [1089] - Edge 7
Camargus Industria De Moveis Ltda,11.111.111/1111-1094,Itapema - SC,Edilçon,(11)99999-1406,[30/09/2024] - [1089] - Turbo Duo DNA 
Camargus Industria De Moveis Ltda,11.111.111/1111-1095,Itapema - SC,Edilçon,(11)99999-1407,[30/09/2024] - [1089] - Turbo Duo DNA 
Av Movelaria Ltda,11.111.111/1111-1096,Imbituba - SC,Vinicius,(11)99999-1408,[30/09/2024] - [1159] - Edge 7 (s.a)
Av Movelaria Ltda,11.111.111/1111-1097,Imbituba - SC,Vinicius,(11)99999-1409,[30/09/2024] - [1159] - Edge 7 (s.a)
Av Movelaria Ltda,11.111.111/1111-1098,Imbituba - SC,Vinicius,(11)99999-1410,[30/09/2024] - [1159] -  Turbo Dna
Av Movelaria Ltda,11.111.111/1111-1099,Imbituba - SC,Vinicius,(11)99999-1411,[30/09/2024] - [1159] -  Turbo Dna
Moben Moveis Ltda Me,11.111.111/1111-1100,Três Cachoeiras - RS,Roberto,(11)99999-1412,[30/09/2024] - [1151] - Turbo DNA
Moben Moveis Ltda Me,11.111.111/1111-1101,Três Cachoeiras - RS,Roberto,(11)99999-1413,[30/09/2024] - [1151] - Turbo DNA
JDN Moveis E Transportes Ltda Me,11.111.111/1111-1102,Três Cachoeiras - RS,Humberto,(11)99999-1414,[30/09/2024] - [1158] - Turbo DNA
JDN Moveis E Transportes Ltda Me,11.111.111/1111-1103,Três Cachoeiras - RS,Humberto,(11)99999-1415,[30/09/2024] - [1158] - Turbo DNA
Urbanus ,11.111.111/1111-1104,Cascavel - PR,Diego,(11)99999-1416,[30/09/2024] - [1129] - Mach Pro ATCL DNA
Urbanus ,11.111.111/1111-1105,Cascavel - PR,Diego,(11)99999-1417,[30/09/2024] - [1129] - Mach Pro ATCL DNA 
Rocha Moveis,11.111.111/1111-1109,Criciuma - SC,Claudio,(11)99999-1421,[01/10/2024] - [1127] - Turbo Dna
Rocha Moveis,11.111.111/1111-1110,Criciuma - SC,Claudio,(11)99999-1422,[01/10/2024] - [1127] - Turbo Dna
La belle Maison Moveis,11.111.111/1111-1111,Maua - SP,Alexandre,(11)99999-1423,[04/10/2024] - [1150] - Turbo duo Dna
La belle Maison Moveis,11.111.111/1111-1112,Maua - SP,Alexandre,(11)99999-1424,[04/10/2024] - [1150] - Turbo duo Dna
CM marcenaria ,11.111.111/1111-1113,Blumenau - SC,Sandro,(11)99999-1425,[09/10/2024] - [1143] - Mach Pro ATCL dna 
CM marcenaria ,11.111.111/1111-1114,Blumenau - SC,Sandro,(11)99999-1426,[09/10/2024] - [1143] - Mach Pro ATCL dna 
Basilio Comercio E Servicos Ltda ,11.111.111/1111-1115,Uberaba - MG,Dailon/Euripedes,(11)99999-1427,[09/10/2024] - [1148] - Edge 8 c. Disposit.Ripado
Basilio Comercio E Servicos Ltda ,11.111.111/1111-1116,Uberaba - MG,Dailon/Euripedes,(11)99999-1428,[09/10/2024] - [1148] - Edge 8 c. Disposit.Ripado
Vip Armarios,11.111.111/1111-1117,Contagem - MG,Renato/Douclas,(11)99999-1429,[09/10/2024] - [1147] - Edge 8 c. Disposit.Ripado
Vip Armarios,11.111.111/1111-1118,Contagem - MG,Renato/Douclas,(11)99999-1430,[09/10/2024] - [1147] - Edge 8 c. Disposit.Ripado
J Pacheco dos Santos,11.111.111/1111-1119,Alvorada  - RS,Jonatas,(11)99999-1431,[17/10/2024] - [1174] - Turbo Dna
J Pacheco dos Santos,11.111.111/1111-1120,Alvorada  - RS,Jonatas,(11)99999-1432,[17/10/2024] - [1174] - Turbo Dna
MF Fernandes Marcenaria,11.111.111/1111-1121,Vinhedo - SP,Ricardo,(11)99999-1433,[22/10/2024] - [1142] - Turbo Duo Dna + coletor de pó 
M.A.S Industria ltda,11.111.111/1111-1122,Rio Negrinho - SC,Rafael ,(11)99999-1434,[24/10/2024] - [1176] - Elite X 3020 usada 
M.A.S Industria ltda,11.111.111/1111-1123,Rio Negrinho - SC,Rafael ,(11)99999-1435,[24/10/2024] - [1176] - Elite X 3020 usada 
Rafael Cousso Rodrigues,11.111.111/1111-1124,Penápolis - SP,Rafael,(11)99999-1436,[24/10/2024] - [1161] - Turbo Duo Dna + coletor de pó 
Styllo Projetados Comercio de Moveis,11.111.111/1111-1125,Joinville - SC,Marco Pinheiro,(11)99999-1437,[28/10/2024] - [1280] - ATCL DNA + coletor de pó
Nima Comercio E Industria Ltda Me,11.111.111/1111-1126,Blumenau - SC,Flavio,(11)99999-1438,[29/10/2024] - [1179] - Mach Pro ATCL dna 
Nima Comercio E Industria Ltda Me,11.111.111/1111-1127,Blumenau - SC,Flavio,(11)99999-1439,[29/10/2024] - [1179] - Mach Pro ATCL dna 
Ws Comercio De Moveis Ltda,11.111.111/1111-1128,São Paulo - SP,Kristian,(11)99999-1440,[30/10/2024] - [1193] - Turbo Dna + coletor
Inovar Planejados,11.111.111/1111-1129,Caratinga - MG,Gislaine,(11)99999-1441,[30/10/2024] - [1184] - coletor de pó
Quatro Marcenaria / Moovi,11.111.111/1111-1130,Imbituba - SC,Rafael ,(11)99999-1442,[ ] - [1146] - Edge 5 
Altini,11.111.111/1111-1131,Luiz Alves - SC,Sidnei,(11)99999-1443,[ ] - [1149] - Edge 8 Turbo
Joao Marcos Fernandes Llanas / Alqueria Móveis/ MASTER CORTE ABC,11.111.111/1111-1136,Sao Bernardo Do Campo - SP,João,(11)99999-1448,[04/11/2024] - [1220] - Turbo Duo DNA + 2 und coletor de pó
Joao Marcos Fernandes Llanas / Alqueria Móveis/ MASTER CORTE ABC,11.111.111/1111-1137,Sao Bernardo Do Campo - SP,João,(11)99999-1449,[04/11/2024] - [1220] - Edge 8 Turbo 
J.D Solução Em Portas Ltda,11.111.111/1111-1138,Mogi das Cruzes - SP,Matheus,(11)99999-1450,[06/11/2024] - [1208] - Edge 6
Moveis E Estofados Serra Gaucha Ltda,11.111.111/1111-1139,Bento Goncalves - RS,Luis ,(11)99999-1451,[07/11/2024] - [1213] - ATCL dna
Moveis E Estofados Serra Gaucha Ltda,11.111.111/1111-1140,Bento Goncalves - RS,Luis ,(11)99999-1452,[07/11/2024] - [1213] - ATCL dna
Thera Moveis Planejados Ltda,11.111.111/1111-1141,Goiânia  - GO,Matheus ,(11)99999-1453,[13/11/2024] - [1240] - Turbo Dna
Thera Moveis Planejados Ltda,11.111.111/1111-1142,Goiânia  - GO,Matheus ,(11)99999-1454,[13/11/2024] - [1240] - Turbo Dna
Angelo Cristiano Lemes Me,11.111.111/1111-1143,Ponta Grossa - PR,Cristiano,(11)99999-1455,[13/11/2024] - [1236] - ATCL DNA 
Angelo Cristiano Lemes Me,11.111.111/1111-1144,Ponta Grossa - PR,Cristiano,(11)99999-1456,[13/11/2024] - [1236] - ATCL DNA 
Ch Móveis E Esquadrias Sob Medida Ltda,11.111.111/1111-1145,Jaraguá do Sul - SC,Cheila,(11)99999-1457,[15/11/2024] - [1233] - Edge 6
Ch Móveis E Esquadrias Sob Medida Ltda,11.111.111/1111-1146,Jaraguá do Sul - SC,Cheila,(11)99999-1458,[15/11/2024] - [1233] - Edge 6
Rafael F Herreira / Cezano Marcenaria,11.111.111/1111-1147,Sao Bernardo Do Campo - SP,Rafael,(11)99999-1459,[19/11/2024] - [1246] - ATCL DNA + Coletor 5 CV
Rafael F Herreira / Cezano Marcenaria,11.111.111/1111-1148,Sao Bernardo Do Campo - SP,Rafael,(11)99999-1460,[19/11/2024] - [1246] - ATCL DNA + Coletor 5 CV
Raquel Mello de Medeiros/Struture Ambientes,11.111.111/1111-1149,Santa Maria - RS,Raquel,(11)99999-1461,[22/11/2024] - [1247] - ATCL DNA + Coletor 10 CV
Raquel Mello de Medeiros/Struture Ambientes,11.111.111/1111-1150,Santa Maria - RS,Raquel,(11)99999-1462,[22/11/2024] - [1247] - ATCL DNA + Coletor 10 CV
Raquel Mello de Medeiros/Struture Ambientes,11.111.111/1111-1151,Santa Maria - RS,Raquel,(11)99999-1463,[22/11/2024] - [1247] - Edge 6
Raquel Mello de Medeiros/Struture Ambientes,11.111.111/1111-1152,Santa Maria - RS,Raquel,(11)99999-1464,[22/11/2024] - [1247] - Edge 6
Nobilplan Moveis Planejados Ltda,11.111.111/1111-1153,Cuiabá - MT,Luiz Fernando,(11)99999-1465,[22/11/2024] - [1249] - Commander DNA + NR12
Nobilplan Moveis Planejados Ltda,11.111.111/1111-1154,Cuiabá - MT,Luiz Fernando,(11)99999-1466,[22/11/2024] - [1249] - Mach drill top 3S
Nobilplan Moveis Planejados Ltda,11.111.111/1111-1155,Cuiabá - MT,Luiz Fernando,(11)99999-1467,[22/11/2024] - [1249] - Edge 8 Commander
Nobilplan Moveis Planejados Ltda,11.111.111/1111-1156,Cuiabá - MT,Luiz Fernando,(11)99999-1468,[22/11/2024] - [1249] - Mach Air 20CV
Nobilplan Moveis Planejados Ltda,11.111.111/1111-1157,Cuiabá - MT,Luiz Fernando,(11)99999-1469,[22/11/2024] - [1249] - esteira de retorno edge 8
Movelaria Uller Ltda,11.111.111/1111-1158,Ilhota - SC,Gilson,(11)99999-1470,[26/11/2024] - [1258] - Edge 7 
Movelaria Uller Ltda,11.111.111/1111-1159,Ilhota - SC,Gilson,(11)99999-1471,[26/11/2024] - [1258] - Edge 7 
Marcenaria Morada De Teresopolis,11.111.111/1111-1160,Teresopolis - RJ,Wesly,(11)99999-1472,[27/11/2024] - [1259] - Edge 7 + 1 coletor de pó
Marcenaria Morada De Teresopolis,11.111.111/1111-1161,Teresopolis - RJ,Wesly,(11)99999-1473,[27/11/2024] - [1259] - Edge 7 + 1 coletor de pó
Marcenaria Morada De Teresopolis,11.111.111/1111-1162,Teresopolis - RJ,Wesly,(11)99999-1474,[27/11/2024] - [1259] - Turbo Duo Dna + 1 coletores de pó
Marcenaria Morada De Teresopolis,11.111.111/1111-1163,Teresopolis - RJ,Wesly,(11)99999-1475,[27/11/2024] - [1259] - Turbo Duo Dna + 1 coletores de pó
Delazeri ,11.111.111/1111-1164,Teixeira Soares - PR,Diego,(11)99999-1476,[28/11/2024] - [1262] - Edge 7
Delazeri ,11.111.111/1111-1165,Teixeira Soares - PR,Diego,(11)99999-1477,[28/11/2024] - [1262] - Edge 7
Marmoraria E Serralheria Morro Azul Ltda,11.111.111/1111-1166,Timbo - SC,Claudio,(11)99999-1478,[29/11/2024] - [1426] - Mach Stone (Usada)
Vetroresina,11.111.111/1111-1172,Botucatu - SP,Julio,(11)99999-1484,[02/12/2024] - [1120] - aditivo do pedido 1120 - 2 bombas
Barueri Industria E Comercio De Moveis Colonial Ltda,11.111.111/1111-1173,Barueri - SP,Marcio,(11)99999-1485,[02/12/2024] - [1256] - Edge 6
Barueri Industria E Comercio De Moveis Colonial Ltda,11.111.111/1111-1174,Barueri - SP,Marcio,(11)99999-1486,[02/12/2024] - [1256] - Edge 6
Barueri Industria E Comercio De Moveis Colonial Ltda,11.111.111/1111-1175,Barueri - SP,Marcio,(11)99999-1487,[02/12/2024] - [1256] - Mesa de descarga
Barueri Industria E Comercio De Moveis Colonial Ltda,11.111.111/1111-1176,Barueri - SP,Marcio,(11)99999-1488,[02/12/2024] - [1256] - Mesa de descarga
HSL Marcenaria Ltda Me / Renova Móveis,11.111.111/1111-1177,Salto  - SP,Josue,(11)99999-1489,[03/12/2024] - [1274] - Edge 5
HSL Marcenaria Ltda Me / Renova Móveis,11.111.111/1111-1178,Salto  - SP,Josue,(11)99999-1490,[03/12/2024] - [1274] -  COLETOR DE PÓ 10 CV
HSL Marcenaria Ltda Me / Renova Móveis,11.111.111/1111-1179,Salto  - SP,Josue,(11)99999-1491,[03/12/2024] - [1274] - ATCL DNA
HSL Marcenaria Ltda Me / Renova Móveis,11.111.111/1111-1180,Salto  - SP,Josue,(11)99999-1492,[03/12/2024] - [1274] - ATCL DNA
Spazzio Tatui Moveis Planejados,11.111.111/1111-1181,Tatui - SP,Fabricio,(11)99999-1493,[20/12/2024] - [1271] - Edge 6 
Spazzio Tatui Moveis Planejados,11.111.111/1111-1182,Tatui - SP,Fabricio,(11)99999-1494,[20/12/2024] - [1271] - Coletor de pó 10 CV
MH Fabricação E Manutenção De Motorhomes Ltda,11.111.111/1111-1183,Massaranduba - SC,Ivan,(11)99999-1495,[06/12/2024] - [1297] - Edge 8 Turbo
MH Fabricação E Manutenção De Motorhomes Ltda,11.111.111/1111-1184,Massaranduba - SC,Ivan,(11)99999-1496,[06/12/2024] - [1297] - Turbo DNA
Oscar Bazzo,11.111.111/1111-1185,Uruguai - UY,Oscar,(11)99999-1497,[03/12/2024] - [1303] - Turbo DUO DNA 
Catilene Da Silva Moveis Ltda / Cappelini,11.111.111/1111-1186,Penha - SC,Catilene,(11)99999-1498,[09/12/2024] - [1301] - Turbo Duo Dna + coletor de pó 10
Catilene Da Silva Moveis Ltda / Cappelini,11.111.111/1111-1187,Penha - SC,Catilene,(11)99999-1499,[09/12/2024] - [1301] - Turbo Duo Dna + coletor de pó 10
Marcenaria Barbosa e Bessa,11.111.111/1111-1188,Anápolis - GO,Edio,(11)99999-1500,[12/11/2024] - [1296] - Edge 7 + coletor de pó 10 cv
Marcenaria Barbosa e Bessa,11.111.111/1111-1189,Anápolis - GO,Edio,(11)99999-1501,[12/11/2024] - [1296] - Edge 7 + coletor de pó 10 cv
Calcados Rep-Play Ltda,11.111.111/1111-1190,Perdigão - MG,Danielle,(11)99999-1502,[16/12/2024] - [1347] - Spark 8060 AL PLUS
Calcados Rep-Play Ltda,11.111.111/1111-1191,Perdigão - MG,Danielle,(11)99999-1503,[16/12/2024] - [ ] - Spark 8060 AL PLUS
Projeto A Móveis Planejados,11.111.111/1111-1192,Londrina - PR,Rafael Fidelis,(11)99999-1504,[18/12/2024] - [1306] - Edge 5
Projeto A Móveis Planejados,11.111.111/1111-1193,Londrina - PR,Rafael Fidelis,(11)99999-1505,[18/12/2024] - [1306] - Edge 5
Projeto A Móveis Planejados,11.111.111/1111-1194,Londrina - PR,Rafael Fidelis,(11)99999-1506,[18/12/2024] - [1306] - Spark Dna
Projeto A Móveis Planejados,11.111.111/1111-1195,Londrina - PR,Rafael Fidelis,(11)99999-1507,[18/12/2024] - [1306] - Spark Dna
Smartfibra telecomunicações,11.111.111/1111-1196,Colombo - PR,Diogo,(11)99999-1508,[19/12/2024] - [1305] - Turbo Dna + coletor de pó + Mach laser 1390 150w
Smartfibra telecomunicações,11.111.111/1111-1197,Colombo - PR,Diogo,(11)99999-1509,[19/12/2024] - [1305] - Turbo Dna + coletor de pó + Mach laser 1390 150w
Contract Revestimentos Para Construcao Ltda,11.111.111/1111-1198,Santo André - SP,Edvar,(11)99999-1510,[19/12/2024] - [1314] - Turbo Duo Dna + coletor de pó 10
Contract Revestimentos Para Construcao Ltda,11.111.111/1111-1199,Santo André - SP,Edvar,(11)99999-1511,[19/12/2024] - [1314] - Turbo Duo Dna + coletor de pó 10
Corsini Corretora De Seguros,11.111.111/1111-1200,Tres Lagoas - MS,Felipe,(11)99999-1512,[26/12/2024] - [1309] - ATCL DNA
Corsini Corretora De Seguros,11.111.111/1111-1201,Tres Lagoas - MS,Felipe,(11)99999-1513,[26/12/2024] - [1309] - ATCL DNA
JC Medina,11.111.111/1111-1202,Manaus - AM,Gilberto,(11)99999-1514,[20/12/2024] - [1313] - ATCL DNA
JC Medina,11.111.111/1111-1203,Manaus - AM,Gilberto,(11)99999-1515,[20/12/2024] - [1313] - ATCL DNA
WXA,11.111.111/1111-1204,Osasco - SP,Antonio Junior,(11)99999-1516,[20/12/2024] - [1308] - Coletor de pó 10 CV
AKTR Marcenaria,11.111.111/1111-1205,Varzea Paulista - SP,Adão,(11)99999-1517,[26/12/2024] - [1310] - Turbo Dna + coletor de pó 10 cv
Ronaldo Alves Afonso Junior,11.111.111/1111-1206,Pote - MG,Ronaldo,(11)99999-1518,[26/12/2024] - [1317] - SPARK DNA
Ronaldo Alves Afonso Junior,11.111.111/1111-1207,Pote - MG,Ronaldo,(11)99999-1519,[26/12/2024] - [1317] - SPARK DNA
